,id,title,rating,image_path,overview,vote_count,cast,country,release,tv_rating,duration,genre,description,ott
1951,117682,Transformers: War for Cybertron: Earthrise,8.1,/4Pk6C7YJl1ffh3MwGFYr2cAPAvg.jpg,,75,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco, Tessho Genda, Ryohei Kimura, Kikuko Inoue, Kazuhiko Inoue, Chafurin",,2020,TV-Y7,1 Season,Anime Series,"While Megatron takes drastic measures to save the Decepticons, the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark.",netflix
1952,81222,Vanity Fair,7.4,/tGOkEO5hVKPHa9Lmqa6zIc4hPm7.jpg,,24,"Olivia Cooke, Claudia Jessie, Tom Bateman, Johnny Flynn, Michael Palin",,2018,13+,1 Season,Drama,"In a world where everyone is striving for what is not worth having, no one is more determined to climb to the heights of English Society than Miss Rebecca Sharp.",amazon
1953,126794,Growing Up Animal,7.0,/xJrOWul6c1pCQuq6kBD2q3nvv3n.jpg,Born to be wild.,1,Tracee Ellis Ross,,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Magical stories of baby animals on the journey from womb to the wild.,disney
1954,91169,The Family Chantel,8.0,/xfn9aWCBydo6JcXxt0YLNhQsIvo.jpg,,3,,United States,2019,TV-14,1 Season,"Documentaries, Reality","We know and love this explosive family from 90 Day Fiancé, but we will now explore the two additional 90 Day relationships happening within Chantal's own family.",hulu
1955,3209,Clifford's Puppy Days,7.2,/wiqqlakq2STHVTy6k1F5QSECsMo.jpg,,5,"Lara Miller,  Grey Delisle,  Kath Soucie, Henry Winkler",,2006,TV-Y,3 Seasons,Kids,"Before Clifford was a Big Red Dog, he was a Small Red Puppy. Clifford was the runt of his litter, and Emily Elizabeth fell in love with Little Clifford at first sight. Despite barely filling Emily Elizabeth's dad's palm, Clifford was quite the handful! Making his way in the big world was no small feat for this tiny pup, but even as a puppy he had a huge heart.",amazon
1956,126729,Head Above Water,7.0,/6PMXFqhKtr573BLZHnb1frHneJP.jpg,,2,"Bronte Campbell, Kyle Chalmers, Cody Simpson, Ian Thorpe",,2021,TV-MA,1 Season,Sports,"A peek inside the life of an Olympic swimmer through the eyes of reigning champion Kyle Chalmers, two-time Olympian Bronte Campbell, retired Olympic hero Ian Thorpe and aspiring Olympian and global music superstar Cody Simpson. Head Above Water chronicles the personal lives and athletic careers of these four Australian icons.",amazon
1957,184,Jeremiah,6.9,/o9qg71s52dBpBr9QO56RXjTW6a6.jpg,,44,"Luke Perry, Malcolm-Jamal Warner",,2004,TV-14,1 Season,"Drama, Science Fiction","In the opening episodes of Season 2, Jeremiah and his allies face the increasing threat of the Valhalla Sector.",amazon
1958,129496,A River Runs Through It,0.0,/hFJCcuxSBh8qpVMTkENHt8M6nmR.jpg,,0,"Ruichang Wang, Yixuan Hu",,2021,18+,1 Season,Romance,A story that follows students who journey through life and share experiences in sadness and joy. It starts with a transfer student who makes a new set of friends at her new school.,amazon
1959,61469,Survivor's Remorse,7.4,/13TrR8n9m7f60MddXF5wmWiXzwm.jpg,,19,"RonReaco Lee, Jessie T. Usher, Erica Ash, Tichina Arnold, Teyonah Parris, Mike Epps",,2017,TV-MA,4 Seasons,Comedy,"Cam Calloway thought he'd finally reached the top when he got signed. But the higher you reach, the farther you can fall. The past that he has been avoiding comes back and threatens to destroy everything.",amazon
1960,99633,Puerta 7,7.2,/nLQkRwxwKJqbnJZG3vh0UcyYVxj.jpg,,140,"Dolores Fonzi, Esteban Lamothe, Carlos Belloso, Juan Gil Navarro, Daniel Aráoz, Antonio Grimau, Ignacio Quesada, Mónica Ayos, Daniel Valenzuela",Argentina,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A determined woman works to rid an Argentine soccer club of the violent crime and corruption surrounding its intense fanbase.,netflix
1961,79720,When Heroes Fly,7.1,/h7RzylOEVrOmdHEGlkJhesoUG4Y.jpg,,18,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor",Israel,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Years after a bitter falling out, four Israeli military veterans reunite and travel to Colombia in search of a loved one they'd presumed to be dead.",netflix
1962,91699,Green Frontier,6.7,/8VZqVf40LuVxhVvOXFWeB6sUzut.jpg,,87,"Juana del Río, Ángela Cano, Miguel Dionisio Ramos, Nelson Camayo, Bruno Clairefond, Marcela Mar, Andrés Crespo, John Narváez, Edwin Morales, Karla López, Antonio Bolívar",Colombia,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a young Bogotá-based detective gets drawn into the jungle to investigate four femicides, she uncovers magic, an evil plot and her own true origins.",netflix
1963,86074,Somewhere Only We Know,9.0,/4vw0TAVjewOJQg5As5e6d2jYMEB.jpg,,2,"Zhang Chao, Li Tingting, Chen Bohao, Sun Jialing, Zhang Zhang, Li Jiuxiao, Deng Yuli, Li Huan, Fang Wenqiang, Gong Rui",China,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.,netflix
1964,93490,My Country: The New Age,7.5,/dU6JSuUSy2ZkWdlMUKzkJjhqtKD.jpg,,16,"Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang",South Korea,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",netflix
1965,8459,Being Erica,6.6,/51RMb62ig5q2VWG9BOQBtsHjxoN.jpg,,32,"Erin Karplunk, Michael Riley, Tyron Leisto",,2009,TV-14,1 Season,"Drama, Young Adult Audience","Erica has the chance of a lifetime. After a series of mishaps, she finds herself in the hospital where she meets the mysterious therapist Dr. Tom, who issues Erica a challenge; if she wants to fix her life he can help, but once she's committed, she can't back out. Desperate, Erica accepts his terms, and finds herself flung back into her own past. Can she alter her past and transform her present?",amazon
1966,68358,The Princess Weiyoung,7.2,/4lojcsfBAH10W64k6JnerDeLd5A.jpg,,20,"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",China,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.,netflix
1967,112152,The Devil Punisher,9.0,/jgfYU0zWySnyapKIv6bTq2QHgH1.jpg,,2,"Mike He, Ivy Shao, Anson Chen, Jane Chang, Roy Chang, Amanda Chou, Johnny Yang, Yin Chao-te, Tan Ai-Chen, Chen Bor-jeng, Dewi Chien",Taiwan,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries","A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",netflix
1968,89446,Stateless,6.9,/i3GrdpvcYEIS3INh1Pj9sikcRIA.jpg,,56,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",Australia,2020,TV-MA,1 Season,"International TV Shows, TV Dramas","Four strangers — a woman on the run, a brave refugee, a driven bureaucrat and a struggling dad — intersect at an Australian immigration detention center.",netflix
1969,118947,The Pursuit of Love,7.3,/4jFyvf5TYHp91hYee22chl4i4w.jpg,,12,"LILY JAMES, EMILY BEECHAM, DOMINIC WEST, ANDREW SCOTT, EMILY MORTIMER, DOLLY WELLS, JOHN HEFFERNAN, SHAZAD LATIF, ANNABEL MULLION",,2021,TV-PG,1 Season,"Drama, Historical, Romance","The Pursuit of Love follows the friendship between cousins Linda and Fanny, which will be put to the test as Fanny settles for a steady life and Linda decides to follow her heart.",amazon
1970,67831,People of Earth,7.3,/ag69dhHZIgUVAZPWFVCbc2ANUjW.jpg,,61,,,2016,TV-MA,2 Seasons,"Comedy, Science Fiction, Sitcom",People of Earth is an American comedy television series created by David Jenkins about a support group for alien abductees.,hulu
1971,105488,Street Food: Latin America,7.2,/zuM2AUIlFn4S2TfZ0oKKEIwcNGT.jpg,,66,,,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows","In this vibrant docuseries, Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings.",netflix
1972,2014,Saved by the Bell: The College Years,6.9,/z9lJhvymyzCWqZStaXmTNfd9ygp.jpg,,27,,United States,1993,TV-PG,1 Season,"Comedy, Family, Sitcom",The Kids from Bayside go off to college,hulu
1973,20169,H,7.6,/jEDfW3sXubipT3n5jjFI4TDntuU.jpg,,24,"Jamel Debbouze, Éric Judor, Ramzy Bedia, Catherine Benguigui, Sophie Mounicot, Jean-Luc Bideau",France,2002,TV-MA,4 Seasons,"International TV Shows, TV Comedies","At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision.",netflix
1974,4533,Anthony Bourdain: No Reservations,7.8,/4g8MzT6GjgZ7lhEl9wrl2sW1801.jpg,,48,,United States,2005,TV-PG,2 Seasons,"Cooking & Food, Lifestyle & Culture","Anthony Bourdain uncovers the best in culinary cuisine across the world. At each location, Tony dives headfirst into life's colorful and rich pageant, bringing his intellectual curiosity, empathy, wit and boundless appetite.",hulu
1975,11388,Yancy Derringer,7.5,/9kUjeNoI23qwKDJnGldIvy16HEb.jpg,,4,"Jock Mahoney, X Brands, Kevin Hagen, Framces Bergen, Charlene James, Joan Taylor, Charles Bronson, Margaret Hayes, Kelly Thordsen, Particia Blair",,1959,13+,1 Season,"Action, Western","Yancy Derringer, an ex-Confederate soldier turned gambler, was a suave lady's man in New Orleans, Louisiana. In reality, he was working for John Colton, the civil administrator of the city. Yancy's job was to prevent crime and if necessary, arrest the culprits. His constant companion was Pahoo-Ka-Ta-Wah a Native American who watches Yancy's back.",amazon
1976,129675,Everything Will Be Fine,7.0,/rGUEKs6jUgfGu4jqZjuCid5lDE6.jpg,,6,"Lucía Uribe, Flavio Medina, Isabella Vazquez Morales, Pierre Louis, Mercedes Hernández",,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,netflix
1977,1480,Ally McBeal,6.4,/weS8htxS2j0EQ6jorK3WOR1dZpH.jpg,,179,,United States,1997,TV-PG,5 Seasons,"Classics, Comedy, Drama",A quirky series about a wistfully idealistic – if perennially insecure – lawyer and her chaotic life at a Boston firm.,hulu
1978,75540,Seven Seconds,7.5,/mexUP20U3sPzu8jfGeRIHzI3TUC.jpg,,58,"Clare-Hope Ashitey, Regina King, Beau Knapp, Michael Mosley, David Lyons, Russell Hornsby, Raúl Castillo, Patrick Murney",United States,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.,netflix
1979,1130,Silver Surfer,7.6,/oiHntdg9fjUgPLOIMqjyzt7EIVF.jpg,,42,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox","United States, Canada",1997,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.,disney
1980,51502,Hollywood Game Night,6.9,/tDsLEeI402QThtGWkWm4NX62FE.jpg,,13,,United States,2013,TV-14,1 Season,"Game Shows, Reality","Hollywood Game Night is a new hour-long game show series from Emmy Award-winning actor/producer Sean Hayes, based on his real-life game nights. Each episode will feature A-list celebrities hanging out and living it up in a cocktail party atmosphere. Emmy and Golden Globe winner Jane Lynch will serve as host.",hulu
1981,26777,Chosen,7.0,/4tLOlMF7YMwsnm4qkhnkOEArZfB.jpg,,23,"Lan Cheng-Lung, Deng JiaJia, Han Pengyi, Sam Hayden-Smith, Jenny Zhou, Paul He, Nathaniel Kelly",China,2019,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",netflix
1982,71308,Disjointed,5.8,/gMVzoGfyFNew1RTn4UaMjn3iHCT.jpg,,59,"Kathy Bates, Aaron Moten, Tone Bell, Dougie Baldwin, Elizabeth Ho, Elizabeth Alderfer, Chris Redd, Betsy Sodaro, Nicole Sullivan, Michael Trucco",United States,2018,TV-MA,2 Seasons,TV Comedies,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,netflix
1983,72749,Hard Sun,6.8,/eROfMhluF1kxDHFS5wbPmjN2KvU.jpg,,36,,United Kingdom,2018,TV-MA,1 Season,"Crime, Drama, International","Jim Sturgess and Agyness Deyn play detectives Charlie Hicks and Elaine Renko, partners and enemies, who seek to enforce the law and protect their loved ones in a world that every day slips closer to certain destruction.  Charlie Hicks (Sturgess) is a family man and a great, committed officer.  He’s also profoundly corrupt.  Elaine Renko (Deyn) is a difficult and damaged, but utterly incorruptible officer.  Thus, the two cops stand on different ends of the social and moral spectrum and also seriously distrust one other – and for good reason.  But they must somehow learn to work together if they’re going to survive until the end of the world.",hulu
1984,93688,Smile Down the Runway,7.6,/vXHPkMxwFAfafVhxLdGSzUcKXrG.jpg,,39,,,2020,,1 Season,"Anime, Drama, International",Chiyuki was told she was too short to walk the Paris runway. Ikuto's family duties are hampering his desire to be a fashion designer. They will need to forge their own paths if they want to see their dreams realized.,hulu
1985,15563,Ax Men,5.3,/nnkwFrsyP1fXhSl1L2UMsEK2K3l.jpg,,9,,,2016,TV-14,2 Seasons,Special Interest,"Ax Men Season 9 returns with even higher stakes and more danger at every turn. This season you'll get a 360 degree view of what it takes to grow a logging empire. After losing King of the Mountain, Rygaard is on the brink of collapse while rival Papac Alaska may strike gold.",amazon
1986,129902,Disney Presents Goofy in How to Stay at Home,7.2,/6mquHuSdZhTa0yFivASiswFxau7.jpg,,6,"Bill Farmer, Corey Burton",,2021,TV-G,1 Season,"Animation, Comedy, Family","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",disney
1987,110344,Black Narcissus,7.1,/3eYusIhAodlw2Lgoh1k8npejW8Z.jpg,,84,,"United Kingdom, United States",2020,TV-MA,1 Season,Drama,"When the young nuns of St. Faith attempt to establish a mission at a remote clifftop palace once known as the ‘House of Women,’ its haunting mysteries awaken forbidden desires that seem destined to repeat a terrible tragedy.",hulu
1988,60719,Alpha House,7.0,/kpgpnd8tc1SI00vJM3xUBZSJH2q.jpg,,27,"John Goodman, Mark Consuelos, Matt Malloy, Clark Johnson, Yara Martinez",United States,2014,18+,2 Seasons,"Comedy, Drama","An Amazon Original series: They work in the Senate. They live in the house - Alpha House. Created by Garry Trudeau (Doonesbury, Tanner '88).",amazon
1989,88044,"Demon Lord, Retry!",7.8,/lsefcgTQPO5f0XrTXaYuVHcGS6U.jpg,,83,,Japan,2019,TV-14,1 Season,"Action, Adventure, Anime","Akira Oono awakens in the body of his online character: Demon Lord Hakuto Kunai. With powerful game mechanics and abilities on his side, this gamer turned badass plots his course through a new world filled with saints, demons, and charming companions!",hulu
1990,91545,Young Wallander,7.1,/8UhkwuaDFDarOO1GffY6XX6ZilP.jpg,Every case leaves its mark.,118,"Adam Pålsson, Richard Dillane, Leanne Best, Ellise Chappell",United Kingdom,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",netflix
1991,32037,Alphablocks,0.0,/h3uLg1tDrReISN8iDdSRJ0SW5nd.jpg,,0,"Teresa Gallagher, David Holt, Lizzie Waterworth",United Kingdom,2014,TV-Y,5 Seasons,Kids' TV,"The letters of the alphabet come to life in Alphaland as they read, write and spell their way into an exciting world of phonic fun.",netflix
1992,93647,Special 7: Special Crime Investigation Unit,7.0,/9mOQ5aM5tLHJcszNcuwBQXHOiSq.jpg,,5,,,2019,TV-14,1 Season,"Anime, Crime","A group known simply as Nine searches for the power of the remaining ""dragons"". To combat Nine, the Special Crime Investigation Unit – Special 7 with the new recruit, Seiji, embarks on a series of cases.",hulu
1993,75523,101 Dalmatian Street,9.2,/eJh8mgTJpTGvdJfyWfrq9ODgxfS.jpg,,9,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone","United Kingdom, United States, Canada",2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Pups Dolly and Dylan adventure to find their spots.,disney
1994,18632,Moving On,7.3,/4eb1lb2lkaMi5DLqxZQwHW1D6bg.jpg,,6,"Irene Santiago, Gary Estrada, Ariel Rivera, Patrick Theo, Louise Chong, Mano Maniam, Jojo Struys, Alvin Wong",,2016,TV-PG,1 Season,"International TV Shows, TV Dramas","Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia.",netflix
1995,71806,Valor,6.4,/pJKRWAp0ZO8zM5VhGlISusLrbXs.jpg,Truth is the first casualty of war.,30,"Christina Ochoa, Matt Barr, Corbin Reid, Charlie Barnett, W. Tré Davis",United States,2017,TV-14,1 Season,"TV Action & Adventure, TV Dramas","Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy.",netflix
1996,88401,Dark Side of the Ring,9.0,/gHBKjBzCSHdraabjSnAFOMEf4Uf.jpg,,18,,"Canada, United States",2019,TV-14,3 Seasons,"Documentaries, Drama, Sports",Professional wrestling is the only sport where its stars live in two worlds and balance their in-ring characters with real life. This series examines these complex intersections of fantasy and reality while uncovering wrestling's dark and untold history.,hulu
1997,30982,Hikaru no Go,7.3,/qrk2w3qchJmmNIxPNs9I6PYfcWn.jpg,,19,,Japan,2006,TV-14,1 Season,"Anime, International, Science Fiction",Hikaru Shindo is like any sixth-grader in Japan: a pretty normal kid with a two-tone head of hair and a penchant for antics. His life completely changes when he finds an old bloodstained go board in his grandfather's attic. The ghost of an ancient go master named Fujiwara-no-Sai was trapped in the board and soon becomes a part of Hikaru's consciousness. Together Hikaru and Sai make an unstoppable go-playing team!,hulu
1998,92824,Muppets Now,6.1,/vLVG99uRkETkMQkh5tN82S1CByI.jpg,,12,"Dave Goelz, Matt Vogel, David Rudman, Peter Linz, Bill Barretta, Eric Jacobson",United States,2020,TV-PG,1 Season,"Comedy, Family, Lifestyle",The Muppets have a brand-new series ready to stream… but only if they can upload it in time.,disney
1999,75116,Stretch Armstrong & the Flex Fighters,7.6,/iTmsfkHkPleoWxcfwTtg3QkSiXf.jpg,,5,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day",United States,2018,TV-Y7,2 Seasons,Kids' TV,Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.,netflix
2000,120395,Navarasa,6.6,/xOZbqK6xR2JkRBPFgENUHb6r6Qd.jpg,9 Films 9 Emotions,5,"Suriya, Vijay Sethupathi, Revathy, Prakash Raj, Siddarth, Parvathy, Delhi Ganesh, Gautham Vasudev Menon, Anjali, Yogi Babu, Aditi Balan, Remya Nambeesan, Poorna, Prayaga Martin, Rythvika Suriya, Arvind Swamy, Prasanna, Atharva, Bobby Simha, Ashok Selvan, Nedumudi Venu, Kishore",India,2021,TV-MA,1 Season,TV Shows,"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",netflix
2001,124965,Turning the Tables with Robin Roberts,0.0,/huuPZ8L0fzgYTCwcXajZNrMzjJf.jpg,Iconic women. Real conversations.,0,Robin Roberts,,2021,TV-PG,1 Season,Talk Show,Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,disney
2002,91405,Gordon Ramsay: Uncharted,8.2,/bh8xg3j9lG0oaNd76Xrad03hqoP.jpg,He's got a taste for adventure.,19,Gordon Ramsay,United States,2018,TV-14,3 Seasons,"Action-Adventure, Docuseries, Lifestyle",Gordon Ramsay travels the globe on an epic adventure in search of culinary inspiration.,disney
2003,4612,Pee-wee's Playhouse,7.9,/whb9VJJdDlRjJLrRrQl1NkyD3Dc.jpg,,32,Paul Reubens,United States,1990,TV-PG,5 Seasons,"Classic & Cult TV, Kids' TV, TV Comedies","Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.",netflix
2004,81951,Ad Vitam,5.7,/AmYzmu4Qzw0w0zat8esBU1us9T4.jpg,,27,"Yvan Attal, Garance Marillier, Niels Schneider, Victor Assié, Rod Paradot, Anne Azoulay, Adel Bencherif",France,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.",netflix
2005,132983,Octonauts: Above & Beyond,0.0,/rqKyiPfa2dbuo9Wowkd3cVNbBYo.jpg,,0,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,2021,TV-Y,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",netflix
2006,74074,Because This Is My First Life,8.7,/aVVmGHCDf32LhFQBXmTXl2APAPw.jpg,,47,"Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young",South Korea,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",netflix
2007,103759,Betaal,6.7,/87nmt1R1W34fNOb31fvDnw15fUa.jpg,,149,"Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",India,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Horror","Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.",netflix
2008,114413,Home Economics,7.2,/rKQCUHOr6bukvfQRJdLdFKXnYN.jpg,Divided by money. United by family.,9,,,2021,TV-PG,2 Seasons,"Comedy, Sitcom","A look at the heartwarming, yet super uncomfortable and sometimes frustrating relationship between three adult siblings: one in the 1%, one middle-class and one barely holding on.",hulu
2009,67371,Graves,5.4,/pfWl1kOR6Y0CC7o1RDOaTYVAVoP.jpg,,17,"Nick Nolte, Sela Ward, Skylar Astin, Heléne Yorke, Chris Lowell, Callie Hernandez, Nia Vardalos, Ernie Hudson, Roger Bart, Angélica Maria, Tania Gunadi, Khotan Hernandez",,2016,TV-MA,1 Season,Drama,"Graves, tells the story of President Richard Graves (Nick Nolte), a former two-term POTUS as he embarks on a Don Quixote-like quest to right the wrongs of his administration and reclaim his legacy 25 years after leaving the White House.",amazon
2010,52268,Man Down,7.0,/s00xvEkk6cTuZdHPvxght2ZR3JJ.jpg,,17,"Greg Davies, Roisin Conaty, Jeany Spark, Gwyneth Powell, Isy Suttie, Michael Wozniak, Elliot Levey, Ruth Bratt, Deirdre Mullins, Steven Berkoff, Stella Gonet, Rik Mayall, Ashley McGuire, Stephanie Cole",United Kingdom,2017,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Comedies","A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad.",netflix
2011,81902,Wanderlust,6.4,/olmAXT1pZatSeqHqoyh4cIOpBuu.jpg,,21,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",United Kingdom,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",netflix
2012,34284,The Only Way Is Essex,4.7,/71rik6FBbM6THkt2YKBzpxXskC0.jpg,,13,,United Kingdom,2010,TV-MA,25 Seasons,"International, Reality, Romance","Welcome to the glamorous world of Essex, where viewers get a chance to delve into the real lives of some of the most gorgeous people around, in a truly innovative living soap. The characters featured in this show are real people living their real lives. Viewers will see the tears, the tantrums and the triumphs just like a real soap opera.",hulu
2013,120849,Zero Chill,7.9,/y369iTgAG9oP0ffheGM83wNUJFC.jpg,,50,"Grace Beedie, Dakota Benjamin Taylor, Jade Ma, Jeremias Amoore, Leonardo Fontes, Anastasia Chocholatá, Sarah-Jane Potts, Doug Rao, Tanja Ribič, Oscar Skagerberg, Jerry Kwarteng",United Kingdom,2021,TV-G,1 Season,"British TV Shows, Kids' TV, TV Dramas","Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy.",netflix
2014,116986,Spycraft,7.4,/3JJMgQ09UpZKzfsbjHatqhSmPJc.jpg,,65,,United States,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV","The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves.",netflix
2015,4178,Bondi Rescue,8.3,/pUR9ioBbbTTgPg5NpgXMD6SFS7p.jpg,,16,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia,2016,TV-PG,1 Season,Reality TV,"This reality series follows elite professional lifeguards on Sydney's Bondi Beach, as they take on everything from animal stings to criminals.",netflix
2016,73560,Memory Love,8.5,/gj7eyxwIWqmpcf4904IozYYmisi.jpg,,4,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Losing her memory – and her boyfriend – after a car accident, Jia-en crosses paths with a heart transplant recipient who helps her recall her past.",netflix
2017,38967,Magic City,6.8,/g06xRDpwPmhFuhqx0srjM8oqwn3.jpg,The beautiful life is about to get ugly.,50,,,2012,TV-MA,2 Seasons,"Crime, Drama","It's the late 1950s in flashy and turbulent Miami Beach, and the Miramar Playa Hotel is the place to be and be seen. As Fidel Castro takes control of Cuba just offshore, wealthy guests crowd the hotel's main room and the Kennedys, anti-Castro forces, the mob and the CIA hold court in the luxurious lobby. At the center of all the action is Ike Evans, a one-time cabana boy and now visionary owner of the Miramar Playa. But behind Ike's charm and easy-going manner are deeply buried secrets, mysteries even to his second wife, Vera, and his three kids. To finance his dream, Ike went into business years ago with mob boss Ben ""The Butcher"" Diamond, who doesn't appreciate Ike's desperate attempts to end their partnership. Amid political upheaval in Cuba and darker deals closer to home, Ike is intent on protecting his family, and his dream, even as his world in the Magic City threatens to crumble.",hulu
2018,74100,Jack Whitehall: Travels with My Father,7.2,/iqaDmwhKFwPas52pBKis7xPwf0a.jpg,,22,"Jack Whitehall, Michael Whitehall",United Kingdom,2021,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",netflix
2019,85486,Turn Up Charlie,7.3,/btVvUqEC081tqS2fE7AJ06i8lWg.jpg,,32,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey, Guz Khan",United Kingdom,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,netflix
